,title,track,categories,url
13,A Question Type Driven Framework to Diversify Visual Question Generation,Main,['Natural Language Generation'],https://www.ijcai.org/proceedings/2018/563
14,Efficient Pruning of Large  Knowledge Graphs,Main,['Knowledge Extraction'],https://www.ijcai.org/proceedings/2018/564
15,Extracting Action Sequences from Texts Based on Deep Reinforcement Learning,Main,['Natural Language Processing'],https://www.ijcai.org/proceedings/2018/565
16,Improving Low Resource Named Entity Recognition using Cross-lingual Knowledge Transfer,Main,"['Information Extraction', 'Named Entities']",https://www.ijcai.org/proceedings/2018/566
17,Topic-to-Essay Generation with Neural Networks,Main,['Natural Language Generation'],https://www.ijcai.org/proceedings/2018/567
18,EZLearn: Exploiting Organic Supervision in Automated Data Annotation,Main,['Text Classification'],https://www.ijcai.org/proceedings/2018/568
19,Approximating Word Ranking and Negative Sampling for Word Embedding,Main,"['Natural Language Semantics', 'Embeddings']",https://www.ijcai.org/proceedings/2018/569
20,Reinforced Mnemonic Reader for Machine Reading Comprehension,Main,['Question Answering'],https://www.ijcai.org/proceedings/2018/570
21,Improving Entity Recommendation with Search Log and Multi-Task Learning,Main,"['Information Retrieval', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2018/571
22,Goal-Oriented Chatbot Dialog Management Bootstrapping with Transfer Learning,Main,['Dialogue'],https://www.ijcai.org/proceedings/2018/572
23,Mitigating the Effect of Out-of-Vocabulary Entity Pairs in Matrix Factorization for KB Inference,Main,"['Information Extraction', 'Knowledge Extraction', 'Embeddings']",https://www.ijcai.org/proceedings/2018/573
24,Learning to Give Feedback: Modeling Attributes Affecting Argument Persuasiveness in Student Essays,Main,['NLP Applications and Tools'],https://www.ijcai.org/proceedings/2018/574
25,ACV-tree: A New  Method for  Sentence Similarity Modeling,Main,"['Natural Language Semantics', 'Natural Language Processing', 'Embeddings']",https://www.ijcai.org/proceedings/2018/575
26,An Adaptive Hierarchical Compositional Model for Phrase Embedding,Main,"['Natural Language Processing', 'Embeddings']",https://www.ijcai.org/proceedings/2018/576
27,Multi-modal Sentence Summarization with Modality Attention and Image Filtering,Main,"['Natural Language Summarization', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2018/577
28,Code Completion with Neural Attention and Pointer Networks,Main,['NLP Applications and Tools'],https://www.ijcai.org/proceedings/2018/578
29,SegBot: A Generic Neural Text Segmentation Model with Pointer Network,Main,"['Discourse', 'NLP Applications and Tools', 'Tagging, chunking, and parsing']",https://www.ijcai.org/proceedings/2018/579
30,Adaboost with Auto-Evaluation for Conversational Models,Main,"['Dialogue', 'Natural Language Generation']",https://www.ijcai.org/proceedings/2018/580
31,Non-translational Alignment for Multi-relational Networks,Main,['Embeddings'],https://www.ijcai.org/proceedings/2018/581
32,Learning Word Vectors with Linear Constraints: A Matrix Factorization Approach,Main,['Natural Language Processing'],https://www.ijcai.org/proceedings/2018/582
33,Aspect Term Extraction with History Attention and Selective Transformation,Main,"['Natural Language Processing', 'Sentiment Analysis and Text Mining']",https://www.ijcai.org/proceedings/2018/583
34,Constructing Narrative Event Evolutionary Graph for Script Event Prediction,Main,"['Natural Language Processing', 'Information Extraction']",https://www.ijcai.org/proceedings/2018/584
35,Deep Text Classification Can be Fooled,Main,['Text Classification'],https://www.ijcai.org/proceedings/2018/585
36,Feature Enhancement in Attention for Visual Question Answering,Main,['Question Answering'],https://www.ijcai.org/proceedings/2018/586
37,Curriculum Learning for Natural Answer Generation,Main,"['Dialogue', 'Natural Language Generation', 'Natural Language Processing', 'Question Answering']",https://www.ijcai.org/proceedings/2018/587
38,Learning to Explain Ambiguous Headlines of Online News,Main,"['Natural Language Processing', 'NLP Applications and Tools']",https://www.ijcai.org/proceedings/2018/588
39,Jumper: Learning When to Make Classification Decision in Reading,Main,"['Natural Language Processing', 'Text Classification']",https://www.ijcai.org/proceedings/2018/589
40,Beyond Polarity: Interpretable Financial Sentiment Analysis with Hierarchical Query-driven Attention,Main,['Sentiment Analysis and Text Mining'],https://www.ijcai.org/proceedings/2018/590
41,A Hierarchical End-to-End Model for Jointly Improving Text Summarization and Sentiment Classification,Main,"['Natural Language Processing', 'Natural Language Summarization', 'Sentiment Analysis and Text Mining', 'Text Classification']",https://www.ijcai.org/proceedings/2018/591
42,Show and Tell More: Topic-Oriented Multi-Sentence Image Captioning,Main,['Natural Language Generation'],https://www.ijcai.org/proceedings/2018/592
43,Answering Mixed Type Questions about Daily Living Episodes,Main,"['Question Answering', 'NLP Applications and Tools']",https://www.ijcai.org/proceedings/2018/593
44,ElimiNet: A Model for Eliminating Options for Reading Comprehension with Multiple Choice Questions,Main,"['Natural Language Processing', 'Question Answering']",https://www.ijcai.org/proceedings/2018/594
45,Assigning Personality/Profile to a Chatting Machine for Coherent Conversation Generation,Main,"['Dialogue', 'Natural Language Generation']",https://www.ijcai.org/proceedings/2018/595
46,Translating Embeddings for Knowledge Graph Completion with Relation Attention Mechanism,Main,"['Knowledge Extraction', 'Embeddings']",https://www.ijcai.org/proceedings/2018/596
47,Event Factuality Identification  via Generative Adversarial Networks with Auxiliary Classification,Main,"['Information Extraction', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2018/597
48,Inferring Temporal Knowledge for Near-Periodic Recurrent Events,Main,"['Information Extraction', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2018/598
49,Learning Out-of-Vocabulary Words in Intelligent Personal Agents,Main,"['Natural Language Semantics', 'NLP Applications and Tools']",https://www.ijcai.org/proceedings/2018/599
50,Joint Posterior Revision of NLP Annotations via Ontological Knowledge,Main,"['NLP Applications and Tools', 'Knowledge Extraction', 'Named Entities']",https://www.ijcai.org/proceedings/2018/600
51,Interpretable Adversarial Perturbation in Input Embedding Space for Text,Main,"['Natural Language Processing', 'Sentiment Analysis and Text Mining']",https://www.ijcai.org/proceedings/2018/601
52,Functional Partitioning of Ontologies for Natural Language Query Completion in Question Answering Systems,Main,"['Question Answering', 'NLP Applications and Tools']",https://www.ijcai.org/proceedings/2018/602
53,Learning to Converse with Noisy Data: Generation with Calibration,Main,"['Dialogue', 'Natural Language Generation']",https://www.ijcai.org/proceedings/2018/603
54,Reinforced Self-Attention Network: a Hybrid of Hard and Soft Attention for Sequence Modeling,Main,"['Natural Language Processing', 'Text Classification']",https://www.ijcai.org/proceedings/2018/604
55,"Listen, Think and Listen Again: Capturing Top-down Auditory Attention for Speaker-independent Speech Separation",Main,['Speech'],https://www.ijcai.org/proceedings/2018/605
56,Toward Diverse Text Generation with Inverse Reinforcement Learning,Main,['Natural Language Generation'],https://www.ijcai.org/proceedings/2018/606
57,Complementary Learning of Word Embeddings,Main,"['Natural Language Processing', 'Embeddings']",https://www.ijcai.org/proceedings/2018/607
58,Joint Learning Embeddings for Chinese Words and their Components via Ladder Structured Networks,Main,"['Natural Language Processing', 'Embeddings']",https://www.ijcai.org/proceedings/2018/608
59,An Ensemble of Retrieval-Based and Generation-Based Human-Computer Conversation Systems,Main,['Dialogue'],https://www.ijcai.org/proceedings/2018/609
60,Exploring Encoder-Decoder Model for Distant Supervised Relation Extraction,Main,"['Information Extraction', 'Knowledge Extraction']",https://www.ijcai.org/proceedings/2018/610
61,Bootstrapping Entity Alignment with Knowledge Graph Embedding,Main,['Embeddings'],https://www.ijcai.org/proceedings/2018/611
62,A Weakly Supervised Method for Topic Segmentation and Labeling in Goal-oriented Dialogues via Reinforcement Learning,Main,"['Dialogue', 'Natural Language Processing', 'NLP Applications and Tools', 'Text Classification']",https://www.ijcai.org/proceedings/2018/612
63,Multiway Attention Networks for Modeling Sentence Pairs,Main,"['Question Answering', 'Text Classification']",https://www.ijcai.org/proceedings/2018/613
64,Get The Point of My Utterance! Learning Towards Effective Responses with Multi-Head Attention Mechanism,Main,"['Dialogue', 'Natural Language Generation']",https://www.ijcai.org/proceedings/2018/614
65,Hermitian Co-Attention Networks for Text Matching in Asymmetrical Domains,Main,"['Natural Language Processing', 'Question Answering']",https://www.ijcai.org/proceedings/2018/615
66,"One ""Ruler"" for All Languages: Multi-Lingual Dialogue Evaluation with Adversarial Multi-Task Learning",Main,['Natural Language Processing'],https://www.ijcai.org/proceedings/2018/616
67,Aspect Sentiment Classification with both Word-level and Clause-level Attention Networks,Main,"['NLP Applications and Tools', 'Sentiment Analysis and Text Mining']",https://www.ijcai.org/proceedings/2018/617
68,SentiGAN: Generating Sentimental Texts via Mixture Adversarial Networks,Main,"['Natural Language Generation', 'Natural Language Processing', 'Sentiment Analysis and Text Mining']",https://www.ijcai.org/proceedings/2018/618
69,A Reinforced Topic-Aware Convolutional Sequence-to-Sequence Model for Abstractive Text Summarization,Main,['Natural Language Summarization'],https://www.ijcai.org/proceedings/2018/619
70,Joint Extraction of Entities and Relations Based on a Novel Graph Scheme,Main,"['Information Extraction', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2018/620
71,Densely Connected CNN with Multi-scale Feature Attention for Text Classification,Main,"['Natural Language Semantics', 'Natural Language Processing', 'Text Classification', 'Embeddings']",https://www.ijcai.org/proceedings/2018/621
72,Transition-based Adversarial Network for Cross-lingual Aspect Extraction,Main,['Sentiment Analysis and Text Mining'],https://www.ijcai.org/proceedings/2018/622
73,Quality Matters: Assessing cQA Pair Quality via Transductive Multi-View Learning,Main,['Question Answering'],https://www.ijcai.org/proceedings/2018/623
74,Instance Weighting with Applications to Cross-domain Text Classification via Trading off Sample Selection Bias and Variance,Main,"['Sentiment Analysis and Text Mining', 'Text Classification']",https://www.ijcai.org/proceedings/2018/624
75,Transformable Convolutional Neural Network for Text Classification,Main,"['Natural Language Processing', 'Sentiment Analysis and Text Mining', 'Text Classification']",https://www.ijcai.org/proceedings/2018/625
76,Scheduled Policy Optimization for Natural Language Communication with Intelligent Agents,Main,['Natural Language Processing'],https://www.ijcai.org/proceedings/2018/626
77,Lifelong Domain Word Embedding via Meta-Learning,Main,"['Text Classification', 'Embeddings']",https://www.ijcai.org/proceedings/2018/627
78,Enhancing Semantic Representations of Bilingual Word Embeddings with Syntactic Dependencies,Main,"['Natural Language Processing', 'NLP Applications and Tools', 'Text Classification', 'Embeddings']",https://www.ijcai.org/proceedings/2018/628
79,Smarter Response with Proactive Suggestion: A New Generative Neural Conversation Paradigm,Main,"['Dialogue', 'Natural Language Generation']",https://www.ijcai.org/proceedings/2018/629
80,Ensemble Neural Relation Extraction with Adaptive Boosting,Main,"['Information Extraction', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2018/630
81,Generating Thematic Chinese Poetry using Conditional Variational Autoencoders with Hybrid Decoders,Main,['Natural Language Generation'],https://www.ijcai.org/proceedings/2018/631
82,Teaching Machines to Ask Questions,Main,"['Natural Language Processing', 'Question Answering', 'Natural Language Generation']",https://www.ijcai.org/proceedings/2018/632
83,Chinese Poetry Generation with a Working Memory Model,Main,"['Natural Language Generation', 'Psycholinguistics']",https://www.ijcai.org/proceedings/2018/633
84,Biased Random Walk based Social Regularization for Word Embeddings,Main,"['Sentiment Analysis and Text Mining', 'Embeddings']",https://www.ijcai.org/proceedings/2018/634
85,Reinforcing Coherence for Sequence to Sequence Model in Dialogue Generation,Main,"['Dialogue', 'Natural Language Generation']",https://www.ijcai.org/proceedings/2018/635
86,Weakly Supervised Audio Source Separation via Spectrum Energy Preserved Wasserstein Learning,Main,['Speech'],https://www.ijcai.org/proceedings/2018/636
87,Learning Tag Dependencies for Sequence Tagging,Main,"['Phonology, Morphology, and word segmentation', 'Tagging, chunking, and parsing', 'Named Entities']",https://www.ijcai.org/proceedings/2018/637
88,Towards Reading Comprehension for Long Documents,Main,"['Natural Language Processing', 'Question Answering', 'Coreference Resolution']",https://www.ijcai.org/proceedings/2018/638
89,Text Emotion Distribution Learning via Multi-Task Convolutional Neural Network,Main,['Sentiment Analysis and Text Mining'],https://www.ijcai.org/proceedings/2018/639
90,Neural Networks Incorporating Unlabeled and Partially-labeled Data for Cross-domain Chinese Word Segmentation,Main,"['Phonology, Morphology, and word segmentation', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2018/640
91,Phrase Table as Recommendation Memory for Neural Machine Translation,Main,"['Machine Translation', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2018/641
92,"Same Representation, Different Attentions: Shareable Sentence Representation Learning from Multiple Tasks",Main,['Natural Language Processing'],https://www.ijcai.org/proceedings/2018/642
93,Commonsense Knowledge Aware Conversation Generation with Graph Attention,Main,"['Dialogue', 'Natural Language Generation', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2018/643
94,Differentiated Attentive Representation Learning for Sentence Classification,Main,"['Sentiment Analysis and Text Mining', 'Text Classification']",https://www.ijcai.org/proceedings/2018/644
